key,variable,month,coef

26013,tmax,1,1.0618340094833951
26013,tmax,2,2.475930036102938
26013,tmax,3,-0.005981138109472326
26013,tmax,4,0.3852464734184075
26013,tmax,5,-1.4888164740675827
26013,tmax,6,2.200422595946529
26013,tmax,7,1.115791011142178
26013,tmax,8,2.8432996950561895
26013,tmax,9,1.8145599211378682
26013,tmax,10,-0.7284210311132909
26013,tmax,11,-0.9263142005699916
26013,tmax,12,-0.3213153388197278
26013,tmin,1,2.2317605494972983
26013,tmin,2,1.9252339613504956
26013,tmin,3,1.2371032514245361
26013,tmin,4,1.5323946398047608
26013,tmin,5,-1.388334582913921
26013,tmin,6,-0.19235877533419604
26013,tmin,7,-2.174001585778073
26013,tmin,8,-0.5279990018482724
26013,tmin,9,-2.4253682579918316
26013,tmin,10,-2.5906925875955684
26013,tmin,11,-1.1874643080088552
26013,tmin,12,-1.0156473175541352
26013,evap,1,-0.8244380382425924
26013,evap,2,0.05449945225568555
26013,evap,3,-0.9772026190105526
26013,evap,4,-0.16043343653250747
26013,evap,5,-2.043763440860215
26013,evap,6,-1.644341796909415
26013,evap,7,-1.4739906374140808
26013,evap,8,-0.7714313158817926
26013,evap,9,0.23880113930605906
26013,evap,10,-0.9490217195733199
26013,evap,11,-0.20707787568468675
26013,evap,12,0.019358269329237166
26057,tmax,1,3.9546167894037
26057,tmax,2,3.8186846098865086
26057,tmax,3,5.4231961135891025
26057,tmax,4,3.525423916390746
26057,tmax,5,4.351523666968469
26057,tmax,6,3.3000415012091415
26057,tmax,7,0.9480782763848418
26057,tmax,8,1.2759962274049654
26057,tmax,9,1.5844746251756963
26057,tmax,10,3.152553035333589
26057,tmax,11,3.7189083217252232
26057,tmax,12,1.5221577604585332
26057,tmin,1,-0.31102349256351697
26057,tmin,2,0.10364400084264427
26057,tmin,3,0.4220481523432952
26057,tmin,4,-0.8054695952874247
26057,tmin,5,-1.046172465306796
26057,tmin,6,0.29998904957009476
26057,tmin,7,-0.05122023601174804
26057,tmin,8,0.034332991785013284
26057,tmin,9,0.1991167108986001
26057,tmin,10,-0.1201901233704964
26057,tmin,11,0.055362946912243055
26057,tmin,12,-0.21718100164260995
26057,evap,1,-0.3746828102148382
26057,evap,2,-0.9554920379764659
26057,evap,3,-0.5790326888229669
26057,evap,4,-3.3570175883985964
26057,evap,5,-3.6680712814047154
26057,evap,6,-3.451902002409776
26057,evap,7,-1.8211615571127033
26057,evap,8,-1.9452374223005993
26057,evap,9,-0.9108981060930671
26057,evap,10,-2.831099495184562
26057,evap,11,-2.106251691474966
26057,evap,12,-0.30570782342018316
26164,tmax,1,-3.748900168739984
26164,tmax,2,-1.6439998891642096
26164,tmax,3,0.49191613555418456
26164,tmax,4,-1.8241227601129097
26164,tmax,5,-1.3454756393922493
26164,tmax,6,2.4728823869878345
26164,tmax,7,-1.1128274885260117
26164,tmax,8,-1.0423996980590595
26164,tmax,9,-0.7433324041195402
26164,tmax,10,0.8492064030279198
26164,tmax,11,-1.4723811222818677
26164,tmax,12,-5.5806388823458875
26164,tmin,1,-4.241691870142372
26164,tmin,2,-2.046363329285648
26164,tmin,3,-1.847247072571308
26164,tmin,4,-4.2698049257075334
26164,tmin,5,-3.5998942535433165
26164,tmin,6,0.4598843338223655
26164,tmin,7,3.2807849827298297
26164,tmin,8,1.8726827439882652
26164,tmin,9,1.7089248021431394
26164,tmin,10,-1.6924462327131604
26164,tmin,11,-2.2358886476347055
26164,tmin,12,-4.130671930129638
26164,evap,1,1.2252926702650995
26164,evap,2,0.5373186834717009
26164,evap,3,1.199913428292783
26164,evap,4,-1.5676868902970298
26164,evap,5,0.13305135153724337
26164,evap,6,-0.848094891947966
26164,evap,7,1.1009854111757094
26164,evap,8,-0.30371213962911053
26164,evap,9,-0.014371468505168362
26164,evap,10,1.0474785810513174
26164,evap,11,1.062880482490112
26164,evap,12,0.29023173437431316